game_title, genre, platforms, release_date, developers,metascore_rating
Mimpi Dreams,Action|2D|Platformer,iOS|PC|Switch,Mar 17 2016,Silicon Jelly,81
Mekorama,Puzzle|General|Action,iOS,May 14 2016,Martin Magni,81
Leap of Fate,Action|General,iOS|PC|PlayStation 4,Aug 19 2016,Clever-Plays,81
Bit.Trip Run!,Action|Rhythm|Miscellaneous|Music,iOS|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360,Oct 31 2013,Gaijin Games,81
Heads Up! Hot Dogs,Action|General,iOS,Nov  1 2012,Adult Swim,81
Toast Time,Action|General,iOS|PC,Feb  6 2014,Force Of Habit,81
Knight's Rush,Action|2D|Platformer,iOS,Aug 26 2010,Moregames Entertainment,81
Transport Tycoon,General|Action|Strategy|Management|Business / Tycoon,iOS,Oct  3 2013,N/A,81
iOOTP Baseball 2014 Edition,General|Action|Strategy|Management|Business / Tycoon|Tycoon,iOS,Apr 17 2014,Out Of The Park Developments,81
Adventures of Poco Eco: Lost Sounds,Action|General,iOS,Mar 16 2015,POSSIBLE GAMES Kft.,81
Beast Quest,Action|General,iOS|PC|PlayStation 4|Xbox One,May  6 2015,Miniclip.com,81
Alphabear: Word Puzzle Game,Action|General|Logic|Puzzle,iOS,Jul  8 2015,Spry Fox| LLC| Spry Fox,81
Cut the Rope 2,Puzzle|General|Action|Logic,iOS,Dec 19 2013,ZeptoLab,81
Tiny Troopers,Top-Down|General|Shoot-'Em-Up|Action|Shooter,iOS|PC,Jun  7 2012,Chillingo Ltd| Kukouri Mobile Entertainment| Chillingo,81
Icycle: On Thin Ice,Action|2D|Platformer,iOS|PC,Nov 27 2013,Damp Gnat,81
TRANSFORMERS G1: AWAKENING,Action|General,iOS,Feb 25 2010,Glu Mobile,81
Zombie Shock,Action|General,iOS,May 25 2010,BLUE WIND,81
Gunman Clive,General|Platformer|Action|2D|Adventure,iOS|3DS|PC,Apr  3 2012,Horberg Productions,81
Super Ox Wars,General|Shoot-'Em-Up|Action|Shooter|Vertical,iOS,Jul  9 2012,Llamasoft,81
Man in a Maze,Action|General|Trivia / Game Show|Miscellaneous,iOS|PC,Dec  6 2012,Small Greenhill,81
CandyMeleon,Action|General,iOS,May  2 2013,Bulkypix,81
Mos Speedrun 2,Action|2D|Platformer,iOS|PC,Sep 30 2015,Physmo,81
Babo Crash HD,Action|General,iOS,Mar 29 2010,Playbrains,81
Shibuya,Action|General,iOS,Sep  3 2010,Nevercenter Ltd. Co.| Nevercenter,81
House of Mice,Action|General,iOS,May 13 2011,Delusion Studio Inc.,81
